5,29885,6295,4.114376489277205,69.06666666666666,0,0,0,NaN
10,29882,12500,2.896,67.66355140186916,0,0,0,NaN
20,29867,25000,3.248,70.85514834205934,0,0,0,NaN
50,29872,62500,3.056,70.3240058910162,0,0,0,NaN
100,29857,125000,3.1368,70.61048082117775,0,0,0,NaN:
200,29874,250000,3.3044,69.9086603518268,0.07839341882409871,0,0,NaN
500,29874,625000,3.33264,70.31155373124285,0.49626758541487226,0,0,NaN
1000,29883,1249997,3.3259279822271575,70.38517319302507,0.5490332319045451,0,0,NaN
2000,29876,2498740,3.3739004458246957,69.84476195184655,0.810098507638766,0,0,NaN
