10,3574,175,100,97.76536312849163,1.8285714285714285
10,3574,175,100,97.76536312849163,1.8285714285714285
10,3569,123,100,96.09375,1.7479674796747968
20,7140,243,100,97.98387096774194,1.7366255144032923
20,7145,334,100,98.81656804733728,2.035928143712575
20,7138,318,100,97.54601226993866,2.0251572327044025
50,17851,594,100,98.18181818181819,1.9225589225589226
50,17842,721,100,97.69335142469471,1.9708333333333334
50,17871,753,99.867197875166,98.046875,1.751660026560425
100,35697,1270,100,97.31800766283524,1.8125984251968503
100,35656,1655,100,97.87108219988173,1.9117824773413896
100,35707,1487,100,97.95783926218708,1.8661735036987224
200,71383,2613,100,98.23308270676692,1.9050899349406811
200,71371,2924,100,98.12080536912752,1.9740082079343366
200,71381,2803,99.96432393863718,97.6314872866597,1.9375668926150553
500,178454,6479,99.70674486803519,98.04604665252954,2.088985014676348
500,178469,7311,99.93160990288607,98.00160944206009,2.0243602025455045
500,178454,7298,99.9725952315703,98.27632642068409,1.8417374623184435
